2019-09-03,205.8120902659,206.360443943399,203.608705489038,205.084275384855,20059574.0
2019-09-04,207.766223371171,208.852960659307,206.699426216763,208.563828720261,19216820.0
2019-09-05,211.365417508941,213.329520681076,210.876884232623,212.641586067486,23946984.0
2019-09-06,213.409281215985,213.778173689939,211.873890918986,212.621645933758,19362294.0
2019-09-09,214.196916498212,215.792127196393,210.438201290624,213.528922018349,27309401.0
2019-09-10,213.219849945576,216.131109469756,211.076285569896,216.051348934847,31777931.0
2019-09-11,217.417248095164,223.040365806251,217.078265821801,222.920725003888,44289646.0
2019-09-12,224.127103094387,225.742253926295,222.192910122843,222.417236627274,32226669.0
2019-09-13,219.341470999845,220.129106282071,216.370391074483,218.095212641891,39763296.0
2019-09-16,217.078265821801,219.471081869072,216.908774685119,219.241770331208,21158141.0
2019-09-17,219.30159073239,220.159016482662,218.464105115845,220.039375680299,18386468.0
2019-09-18,220.398298087389,222.182940055979,218.783147255481,222.10317952107,25643093.0
2019-09-19,221.345454439434,223.090216140569,219.710363473799,220.298597418753,22187876.0
2019-09-20,220.717340227025,221.893808116934,216.822035103405,217.078265821801,57977094.0
2019-09-23,218.294613979164,219.181949930027,216.998505286892,218.0653024413,19419648.0
2019-09-24,220.368387886798,221.824017648888,216.539882211165,217.028415487483,31434367.0
2019-09-25,217.895811304618,220.836981029389,216.490231278184,220.368387886798,22481006.0
2019-09-26,219.341470999845,220.278657285026,218.1749731768,219.231800264345,19088312.0
2019-09-27,219.879854610481,220.298597418753,216.631008622298,218.165003109936,25361285.0
2019-09-30,220.238777017571,223.907761623387,220.129106282071,223.299587544705,26318583.0
2019-10-01,224.396294899705,227.536865961748,223.528899082569,223.91773169025,36187163.0
2019-10-02,222.392311460115,222.910754937024,217.277667159073,218.304584046027,35767257.0
2019-10-03,217.776170502255,220.298597418753,214.48804245063,220.159016482662,30352686.0
2019-10-04,224.964588710932,226.809051080703,223.219827009796,226.330487871249,34755553.0
2019-10-07,225.59270292334,229.241747395428,225.163990048204,226.380338205567,30889269.0
2019-10-08,225.144049914477,227.37734489193,223.658509951796,223.728300419842,29282700.0
2019-10-09,226.350428004976,227.108153086612,224.964588710932,226.350428004976,19029424.0
2019-10-10,227.247734022703,229.750220805474,226.619619810294,229.401268465247,28962984.0
2019-10-11,232.252707588245,236.928668947287,231.612130792256,235.502949385788,41990210.0
2019-10-14,234.196870626652,237.421389651687,233.967658789457,235.163967112424,24413484.0
2019-10-15,235.682410589333,236.93863901415,234.176930492925,234.615613434925,23040483.0
2019-10-16,232.671450396517,234.535852900016,232.501959259835,233.66845708288,19286694.0
2019-10-17,234.386301897061,235.443128984606,232.821001399471,234.57573316747,17272897.0
2019-10-18,233.88779855388,236.868848546105,233.588696547971,235.70235072306,24377166.0
2019-10-21,236.809028144923,240.268641346603,236.609626807651,239.790078137148,22367483.0
2019-10-22,240.438132483284,241.475019437102,238.904536798321,239.241724459649,22684001.0
2019-10-23,241.375318768465,242.511906390919,240.497952884466,242.452085989737,19932545.0
2019-10-24,243.7781048826,244.067236821645,241.081201795988,242.850888664283,17916255.0
2019-10-25,242.43214585601,245.991459726326,242.152983983828,245.841908723371,18369296.0
2019-10-28,246.679394339916,248.50391657596,245.981489659462,248.304515238688,24143241.0
2019-10-29,248.224754703779,249.002419919142,241.843911911056,242.561756725237,35709867.0
2019-10-30,244.027356554191,244.565740164827,240.487982817602,242.531846524646,31130522.0
2019-10-31,246.499933136371,248.424156041051,236.549806406469,248.015383299642,34790520.0
2019-11-01,248.793048515006,255.163921240865,248.414185974188,255.054250505365,37781334.0
2019-11-04,256.559730601773,257.07318904525,254.615567563365,256.729221738454,25817952.0
2019-11-05,256.280568729591,257.417156352045,255.552753848546,256.3603292645,19974427.0
2019-11-06,256.00140685741,256.719251671591,254.60061246307,256.47,18966124.0
2019-11-07,258.74,260.35,258.11,259.43,23735083.0
2019-11-08,258.69,260.44,256.85,260.14,17520495.0
2019-11-11,258.3,262.47,258.28,262.2,20507459.0
2019-11-12,261.55,262.79,260.92,261.96,21847226.0
2019-11-13,261.13,264.78,261.07,264.47,25817593.0
2019-11-14,263.75,264.88,262.1,262.64,22395556.0
2019-11-15,263.68,265.78,263.01,265.76,25093666.0
2019-11-18,265.8,267.43,264.23,267.1,21700897.0
2019-11-19,267.9,268.0,265.3926,266.29,19069597.0
2019-11-20,265.54,266.083,260.4,263.19,26609919.0
2019-11-21,263.69,264.005,261.18,262.01,30348778.0
2019-11-22,262.59,263.18,260.84,261.78,16331263.0
2019-11-25,262.71,266.44,262.52,266.37,21029517.0
2019-11-26,266.94,267.16,262.5,264.29,26334882.0
2019-11-27,265.58,267.98,265.31,267.84,16386122.0
2019-11-29,266.6,268.0,265.9,267.25,11654363.0
2019-12-02,267.27,268.25,263.45,264.16,23693550.0
2019-12-03,258.31,259.53,256.29,259.45,29377268.0
2019-12-04,261.07,263.31,260.68,261.74,16810388.0
2019-12-05,263.79,265.89,262.73,265.58,18661343.0
2019-12-06,267.48,271.0,267.3,270.71,26547493.0
2019-12-09,270.0,270.8,264.91,266.92,32182645.0
2019-12-10,268.6,270.07,265.86,268.48,22632383.0
2019-12-11,268.81,271.1,268.5,270.77,19723391.0
2019-12-12,267.78,272.5599,267.321,271.46,34437042.0
2019-12-13,271.46,275.3,270.93,275.15,33432806.0
2019-12-16,277.0,280.79,276.98,279.86,32081105.0
2019-12-17,279.57,281.77,278.8,280.41,28575798.0
2019-12-18,279.8,281.9,279.12,279.74,29024687.0
2019-12-19,279.5,281.18,278.95,280.02,24626947.0
2019-12-20,282.23,282.65,278.56,279.44,69032743.0
2019-12-23,280.53,284.25,280.3735,284.0,24677883.0
2019-12-24,284.69,284.89,282.9197,284.27,12119714.0
2019-12-26,284.82,289.98,284.7,289.91,23334004.0
2019-12-27,291.12,293.97,288.12,289.8,36592936.0
2019-12-30,289.46,292.69,285.22,291.52,36059614.0
2019-12-31,289.93,293.68,289.52,293.65,25247625.0
