,Date,Binance Coin,Bitcoin,Bitcoin Cash,Bitcoin SV,Cardano,ChainLink,Cosmos,Dash,Dogecoin,Ethereum,Ethereum Classic,IOTA,Litecoin,Maker,Monero,NEM,NEO,Ontology,Ripple,Stellar,StrongHands,Tether,Tezos,TRON,USD Coin
329,2016-05-22,,7528740249.0,,,,,,51700126.0,23999544.818182,1034669763.7273,,,199959461.36363998,,10947419.545455,15104307.272727,,,201839633.27273,8495661.909090899,,,,,
330,2016-06-02,,8997595782.7273,,,,,,51430019.363636,25656672.545454998,1131904699.7273,,,222955114.09091002,,12352485.727273,17803513.636364,,,201390302.90908998,8389973.0,,,,,
395,2016-06-04,,,,,,,,,,,,,,,,,,,,,,2951591.0,,,
331,2016-06-13,,11037681862.545,,,,,,52778182.818182,32914193.636364,1261283523.0909,,,240571639.09091002,,19118716.181818,31559391.818182,,,227762540.72727,9352939.0,,5406134.2727272995,,,
332,2016-06-24,,10413956362.909,,,,,,46184769.909090996,30767528.363636,1058820816.2727,,,196979324.90908998,,19671886.272726998,84530700.0,,,237359807.54545,10994857.909091,,5951611.7272727005,,,
333,2016-07-05,,10341035417.636,,,,,,49086454.272727005,28661783.818182,880797087.7272699,,,195839664.09091002,,23637644.636364,78368890.90909101,,,232644069.45455,10294620.727273,,6224392.909090901,,,
334,2016-07-16,,10468550131.0,,,,,,57497334.636364,26123112.818182,1034513212.6364,,,192189205.45455,,23390860.0,64999644.545455,,,226267545.36363998,10987076.545455,,6951596.7272727005,,,
377,2016-07-25,,,,,,,,,,,66577611.0,,,,,,,,,,,,,,
335,2016-07-27,,9691200073.9091,,,,,,62905172.909091,23910041.363636,954342869.8181801,174233801.81818,,181432987.63636002,,22369972.454545002,54784448.181818,,,212290053.0,10791841.818182,,6951436.8181818,,,
336,2016-08-07,,9219903218.6364,,,,,,77197627.54545501,25454403.454545002,950611678.90909,165987306.72727,,174404561.81818,,25261045.909091,52931749.090909004,,,217186897.81818,10863872.727273,,6881462.0,,,
337,2016-08-18,,9148913352.0,,,,,,88284572.636364,24742467.272726998,925079070.0,131277270.09091,,175522605.18182,,45977334.818182,55437700.909091,,,215370175.63636002,10853111.363636,,6951591.0,,,
338,2016-08-29,,9333432526.0909,,,,,,77159338.636364,24777255.363636,970581071.3636401,113709224.0,,183687506.18182,,134602293.81818,51175726.363636,,,211193528.81818,10672396.909091,,6951591.0,,,
339,2016-09-09,,9716538584.1818,,,,,,80024673.636364,24464523.545454998,1013436741.0,112232434.27273001,,185072729.81818,,137280001.18182,50582340.0,,,226017345.27273,11680738.363636,,6952626.0,,,
340,2016-09-20,,9576689037.1818,,,,,,77976763.0,24379045.454545002,1119045973.3636,104295019.27273001,,182483270.36363998,,129148638.54545,44998183.636364,,,271246096.36364,14594698.545455,,6951582.7272727005,,,
341,2016-10-01,,9790858996.0909,,,,,,80544607.727273,24516397.272726998,1087440226.0909,100197119.63636,,183702343.81818,,95665434.54545501,37737180.0,,,350038693.45455,16071684.818182,,6951588.4545455,,,
342,2016-10-12,,10146230880.364,,,,,,74589094.09090899,23743463.909091,1026515258.4545,88253997.727273,,188183136.09091002,,88270927.18181801,35556741.818182,,,297811220.45455,16906419.727273002,,6951590.1818182,,,
343,2016-10-23,,10952456108.0,,,,,,64666702.636364,23582191.272726998,968200901.8181801,83111004.90909101,,192347044.09091002,,76961408.18181801,34150770.0,,,302862848.45455,15044956.454545,,6951589.9090909,,,
344,2016-11-03,,11381237214.636002,,,,,,64820467.909091,24211352.909091,914188475.6363599,79977639.272727,,186799550.63636002,,77168626.54545501,36450900.0,,,290733511.81817997,13447140.0,,6951585.9090909,,,
345,2016-11-14,,11763433023.0,,,,,,61804538.454545,23652288.454545002,851809568.6363599,75262382.81818199,,191291426.27273,,96390490.18181801,35936754.545455,,,276384457.90909,12274206.909091,,6951590.0,,,
346,2016-11-25,,12019404796.583,,,,,,61409494.18181801,22842356.597774,735757246.6482099,67142038.88937901,,189922365.87235,,107913386.90909,32618986.363636,,,246525916.09932002,11133612.183975,,6951684.7272727005,,,
347,2016-12-06,,12392498603.702,,,,,,62918535.727272995,22900347.212104,703201467.62357,78323462.455291,,177194501.31561002,,107736553.09091,30011481.818182,,,243661825.68457,15781310.950151999,,6951602.6363636,,,
348,2016-12-17,,13617547280.123999,,,,,,69038015.90909101,23385981.470822,657879881.28162,94694084.838768,,193445030.40518,,124091713.45455,32769859.090909004,,,231558758.49751002,19063824.306413002,,6951703.4545455,,,
349,2016-12-28,,15356868047.347,,,,,,74051073.5,23881325.664695002,695293763.04909,115651707.65536001,,219814914.76088998,,177011571.25,31946895.0,,,228437558.61989,17027458.609873,,7701778.75,,,
350,2017-01-01,,15730456253.698,,,,,,89245773.5,23767630.416495003,857109748.9002299,131050730.3837,,213875080.82926002,,202927915.26126,31577688.0,,,230326889.43043998,17113777.062732,,12451714.4,,,
351,2017-01-11,,13748138519.698,,,,,,93064102.45454499,22124327.699135,885142354.16935,108036888.29337,,194472501.39705,,160186379.95958,32273869.090909004,,,246309106.4012,16650074.425239002,,14951788.0,,,
352,2017-01-22,,14907263666.495,,,,,,107208378.0,21937951.189245,938295883.98884,117929200.16863,,191912892.83359,,171493941.29823998,42329380.909090996,,,239883249.2219,15680189.009413,,15861422.272727,,,
353,2017-02-02,,16562325122.187,,,,,,120193113.54545,22155323.760818,997705049.4075,120650592.5465,,197818544.52522,,174923308.13883,59366029.090909,,,239773102.18394,16060448.740769,,24951282.454545002,,,
354,2017-02-13,,16923859500.106,,,,,,143234961.0,21373990.645862,1115096909.9398,107956373.23846,,188485262.84513,,177883568.60408,60637982.727272995,,,222204419.81754,14442108.32529,,24952486.272726998,,,
355,2017-02-24,,19599666106.939,,,,,,252194308.54545,21103306.80237,1476046705.841,116231479.92338,,192216044.18388999,,179177712.68839,72874742.727273,,,218484378.68014,12765630.549736999,,24950940.909091,,,
356,2017-03-07,,19459116946.339,,,,,,479839033.54545,22979455.887231,2335173978.7073,138169903.86681002,,196113165.40431002,,231469914.82256,93290023.636364,,,235580932.17941,13318596.51751,,34042474.636364,,,
357,2017-03-18,,16653870530.385,,,,,,704180627.6363599,26302791.03245,4130272702.0276,195025778.98707,,201995823.62026998,,296360546.7778,124627418.18181999,,,305750537.43824,14428000.417003,,44952111.272727005,,,
358,2017-03-29,,17945763750.271,,,,,,507067586.45455,42513327.643346995,4318059430.5399,235730546.23782003,,388651651.14731,,286041506.5612,148079781.81818,,,1021257961.5564,20157604.243825,,54015206.931818,,,
359,2017-04-09,,19358422867.871002,,,,,,500782110.39714,45009375.321059994,4249609114.5892,238906032.86949,,502393101.67047995,,300302888.56633997,210111709.09091002,,,1268998637.2231,29078738.257408,,51430816.414327,,,
360,2017-04-20,,20561159303.834,,,,,,544145596.6579599,60890599.669409,5003058643.229,376439642.75342,,688752612.5413799,,296779846.56277996,344401445.45455,,,1368510465.3138,36745903.299482,,54274572.165918,,,
361,2017-05-01,,25936402807.467003,,,,,,685806493.5400901,109650307.00056,8045366202.2133,609384888.06937,,1272585533.3503,,393037382.18374,748009577.66529,,,4342259940.9131,187900969.11192,,59888574.767409,,,
362,2017-05-12,,30707316309.864,,,,,,675766767.54106,169567947.73066002,9939531949.701,618012330.7020099,,1374608259.7842,,435426066.04487,1517921181.8182,,,11448882795.831999,445602676.05104005,,61346288.606864,,,
363,2017-05-23,,37601226762.729,,,,,,931424720.63675,304880316.95893997,17804249728.615,1434930482.7622,,1402824332.679,,614241636.76253,1958154613.6364,,,10283266856.309,399555743.84809,,92109860.54518199,,,
393,2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,
364,2017-06-03,,44840390312.757996,,,,,,1133353560.9008,363891109.11381,26440970168.166,1660785992.6542,,1524771633.3092,,746959953.48971,1969147474.8024,,,10860185540.938,424737912.51179,,116907944.79841001,,,
378,2017-06-13,,,,,,,,,,,,1499255008.625,,,,,,,,,,,,,
365,2017-06-14,,42919059394.411,,,,,,1330994799.3136,332002450.44357,32939579537.807003,1809986617.1889,1235449640.497,2172046585.4116,,714810416.86474,1774874266.3427,,,10954250345.864,378305062.72127,,135443760.64064,,,
366,2017-06-25,,41523977302.263,,,,,,1308170997.9109,275308218.38006,26687914290.322002,1662222918.2535,1118478793.9893,2249172439.3937,,648799044.96719,1501777278.083,,,10289501762.033,288661021.07931,,187190357.14587,,,
367,2017-07-06,,44341577579.697,,,,,,1332581366.3279,218985957.87082,20502063493.373,1514774634.6339,687008278.49497,2411255602.1189,,595795164.75436,1231306520.5592,,,8019559143.6792,196790814.32393998,,250455659.76292998,,,
0,2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
1,2017-07-17,10680988.722762,46911208785.997,,,,,,1353320467.1356,199979880.34818,19843092179.089,1440030204.3019,736182242.5113599,2266223395.876,,591811386.4071599,1326927320.4545,379652786.45833,,6901189413.2007,209849489.35227,,312906149.7419,,,
2,2017-07-28,11164123.87555,45938784659.743,,,,,,1380615566.6149,195432166.40381002,20789344452.792,1370613910.9695,897702137.01515,2241637263.8256,,658129271.67536,1802170636.3636,490739952.65152,,6628178011.3328,206978583.84071,,319849754.41095,,,
368,2017-08-01,,,4901802403.2033,,,,,,,,,,,,,,,,,,,,,,
3,2017-08-08,87793888.589365,63962361565.516,5516510796.9633,,,,,1566760583.5525,194152360.64438,28061082641.947002,1367236976.4694,2120915844.6136,2413274424.0773,,734755601.15377,2404346420.4545,1776889545.4545,,6586957062.6245,218447814.56803998,,319852985.42823,,,
4,2017-08-19,234042428.79239,62202709871.632996,10917082029.729,,,,,2373343118.2766,189938388.14763,31323750267.715,1416864260.6736,2468122384.1917,2733697463.8145,,1457864585.0172,2380372197.6285,1909518508.7286,,7905539355.8685,218413920.42058,,320146395.19975,,,
380,2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,
5,2017-08-30,152810031.86343,71055324008.94,9691143202.4502,,,,,2620601617.8799,225681017.36252,31984677426.224,1698064360.7277,1957185312.3561,3817609636.1497,,1862581995.0871,2665834673.5537,1394438443.5262,,8573952560.4846,314066507.87533,,358566521.11189,,,
6,2017-09-10,85882220.395512,67453194437.376,7869726755.4418,,,,,2349372535.3562,121877487.89788,25970769091.653,1213021826.1337,1455509332.2439,2945309489.5271,,1555202974.3035,2053469087.5,1003467508.4397,,7388581731.7459,226100515.07052,,425032364.16289,,,
371,2017-09-20,,,,,,54566925.0,,,,,,,,,,,,,,,,,,,
7,2017-09-21,99145122.461284,68746715956.52,7265331211.0986,,,80522240.500898,,2569088972.2988,110157214.93396999,27135762989.898,1120983593.5643,1538906629.7739,2761905858.9122,,1417430517.6757,2044289115.0,1254938667.0006,,7145865746.4894,207035898.93205,,437906246.57234,,,
396,2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,19479656.510417003,
370,2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,
8,2017-10-02,154311335.63489,76639688007.136,5964695544.4195,,549541496.29697,142808601.78107,,2297537848.8775,110189093.74455,28583906322.687,1140901866.5915,1442428493.275,2774511317.1347,,1362503762.5246,1933677572.7273,1620900297.0278,,9118171406.5724,275779578.68666,,437027027.4037,,134666010.63667,
9,2017-10-13,133793980.64593,97464517781.858,5414449245.1383,,738900562.4356099,120314370.21495,,2269233455.3375,112473580.41561002,30048832633.424,1106811329.7545,1230222805.7119,3219401014.017,,1389482459.4122,1911589056.8182,1425317626.809,,8955319233.5966,483070015.9275,,437520619.19398,,141994836.23106,
10,2017-10-24,124285574.74713,105902776759.41,7323707544.827,,682940263.21894,73159427.194592,,2177994220.8853,117607740.08291002,28094790282.177998,1023564677.2769,1165300073.2792,2996927997.5116,,1335726760.8268,1735043522.7273,1598298424.1941,,7806186685.0742,531708523.21242005,,444534326.97365,,177973089.90236002,
11,2017-11-04,167006550.50906,121449434286.32,14955722838.838999,,648161442.91667,64912319.040627,,2608492801.6573,128628439.06148998,29254249762.337,1456903512.5812,1375944744.745,3277694509.1227,,1706604277.5461,1699175958.5134,1837948604.4614,,7905424788.0243,517483469.51607996,,530417491.79705,,143595993.1393,
12,2017-11-15,160546736.55755,133195477043.64,21556828079.452,,718638242.95833,58768293.291,,3804618267.5046,167872722.73223,35432791487.562004,1792147718.7206,2325818032.9308,3807505949.1344,,2160588863.8433,1828389514.5431,2321552824.3611,,8928247310.14,674464047.2678901,,657746669.57953,,140412756.53684,
381,2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,
13,2017-11-26,209079402.06038,179769245439.14,25089685568.365,,2791698526.31,71994888.513745,,5372408597.2999,241693320.30417997,42976907402.073,2501461225.0066,5255173925.8336,5162419794.3434,,3068611664.9001,2238665851.3425,2459362818.4311,,9636839513.3037,1484862168.363,,776744735.6715701,,145190909.90126002,
14,2017-12-07,321604958.42425,301825200593.57,26110565825.461002,,4826264535.9281,98212250.680733,,6575828840.5032,371769656.55025,54936134023.335,2879960489.4723,11366438384.79,12697516130.748001,,4796009340.8038,4492945437.7414,2766282469.7719,,17569658388.52,2913621636.8847,,920071270.8188301,,807038978.82251,
15,2017-12-18,615340766.9871299,287046747352.38,46794924547.255,,11639998222.343,166508948.3346,,9743762856.7312,838687477.41228,76021325768.179,3224724360.9436,11680719403.564,17200415833.346,,6252443970.8846,8582917149.8257,4398288250.6416,,40146112932.262,4255064362.9624,,1244674535.4482,,2662670308.9932,
16,2017-12-29,822202911.1351099,257939953246.42,43342987727.822,,16402382115.449,183467875.07378998,,9008762989.9378,963978623.32728,81418254436.182,2635090123.9108,10037989042.489,14095942085.859,,5721240390.2455,9226365159.0458,4655034311.6242,,76507651017.318,5555368280.7643,,1410606365.5827,,2436988400.4629,
17,2018-01-01,1373069864.565,262076217007.67,43494420709.131004,,24132749931.249,347030334.13586,,9200210332.5443,1367925712.7647,101652992226.12,3503080634.0674,10955591065.351,14245930169.63,,6341509371.1104,13760737190.427,6546475196.1584,,104698154738.01,11686669834.747,,1438081526.6287,,8898123816.684,
18,2018-01-11,1742600192.9015,214692465622.16,36825678730.743996,,18529289600.166,327489854.0551,,7274642802.6542,1098638108.7758,113341226264.8,3437696469.403,8913281284.0509,11801646364.113,966381554.97716,5740839874.6547,11079531346.267,9080296345.2133,,64514775920.874,9837129324.179,,1557774274.7251,,5728642775.135,
19,2018-01-22,1252552393.7825,184267041327.51,27131796105.403,,15206675381.506,254843466.65575,,5918606919.3458,772605031.27707,105517836261.74,2913219148.862,6693865607.0411,9670260715.7459,888071234.27023,4808395703.4616,8167010850.9681,9036790477.7206,,48692252044.412994,9937162488.5275,,1829957441.6555,,4231193328.3434,
20,2018-02-02,859302008.87638,139240893206.31,19525673613.826,,9613173300.4527,149137414.3429,,4491327546.9065,520287618.11302,81448395191.886,2201919077.6945,4871134851.5133,7999423774.0327,634915906.37704,3575633508.8366,4960374698.6781,7029059718.7666,,33880881422.227,6969969396.2904,,2224245186.4076,,2622197386.2622,
21,2018-02-13,1015974308.1733,173823798503.69,23765708529.315,,9905618745.7906,228201343.27042997,,5361055541.0311,759201525.05854,88412967429.17801,3541007318.1958,5435998266.348,11790512117.865,670955719.11805,4603058387.7939,4714508740.0008,8105613291.824,,42474084674.481,7907101632.0099,,2225677752.6347,,3112022353.3409,
22,2018-02-24,995896070.7760099,181232096639.25,21142723998.054,,8085735708.9821,227423727.21247998,,4785832342.8026,664510333.68179,84110089285.69,3290116008.5488,5214826579.8706,11742951331.741999,626023756.0367401,5003181750.2657,3501351667.7505,8083478778.2678,,36854496483.522995,6469652334.5838,,2218978730.7076,,2962430706.9891,
23,2018-03-07,864772789.14309,153300723490.71,17539855701.43,,5494127344.4999,167952204.07477,,3794257394.3733,443848947.96152,66963021155.923,2046343554.1292,3623869470.398,9769755616.1427,493497056.65035,4106703806.0938,3244849267.1964,5443685234.8068,,30581350148.477,5205792349.8805,220160.71163968,2224775302.5275,,2285229000.4031,
384,2018-03-08,,,,,,,,,,,,,,,,,,327955444.43798,,,,,,,
24,2018-03-18,1060824465.4299,143005706392.26,16477664750.952,,4680037503.6173,135008142.69187,,3197501283.4625,387179163.30505,51146088238.162,1813429733.4931,3587236315.3549,8722158015.3836,413678350.02357,3273835061.6127,2516878977.4406,4238813384.3123,368420669.30151004,25130423518.901,4306752782.2003,188452.74924548,2258604591.0683,,2590797749.1823,
25,2018-03-29,1306922391.1719,119027709332.21,11521534298.657,,3950636652.0961,100969077.58082,,2481769284.4801,319576691.4013,38513618821.623,1428204307.5914,2884846766.5405,6661637136.6433,315435781.81437004,2793004152.442,2038049429.5585,3191243884.2851,616506756.4498099,19752958595.26,3816100381.088,142805.51120318,2291459163.6158,,2445079235.4051,
26,2018-04-09,1434970860.1820002,130345675281.3,12698232372.426,,5393123589.6402,137061257.39688998,,2824555282.1099,465632378.21889,47399731930.355,1581362104.6359,3809869016.9689,7099761357.7712,421618745.29229,3054898801.8225,2689989248.3358,4094157644.3233,1025327803.5466,23896307745.131,4847219385.6397,147210.56247324,2282249054.8119,,2664766687.6341,
27,2018-04-20,1592480825.8657,153959115486.08,22489588715.512,,7925181624.3454,171573014.58813,,3847002392.4013,626365449.30678,64126068410.658,2061404698.8178,5534945074.5196,8498996536.8236,605391579.6594,4208184999.8471,3588665631.1308,5038988310.9304,661469489.98647,33749284371.491,7300589877.3109,244108.06226877,2345555564.2266,,4514590488.115,
28,2018-05-01,1596027123.1772,158827763578.57,26464768526.977997,,8809485811.9034,193212428.76218,,3736523634.3109,576962236.12711,73568016307.802,2233823865.8748,6341080072.1374,8935959629.6829,657693387.28756,3731943034.7839,3558963467.6521,5184320969.7497,1009407695.7774,32632812124.559,7505799664.5923,272004.94934467,2248207216.6515,,5490525053.042,
29,2018-05-12,1534056046.1515,143197267900.07,22298151973.369,,6633060322.9864,163187505.89035,,3238367056.3643,492483071.65717,69679961585.629,1822777656.0396,5099564029.2496,7812599420.083,566524828.6817,3217985285.0062,2918854701.9405,4055588833.1022,853538203.3328401,27210881608.252003,6225786812.6448,309407.39263331,2333554876.242,,4737723133.1583,
30,2018-05-23,1487838411.8526,127719129988.06,17243017195.952,,5345219393.8584,121632402.96346001,,2598414691.6898,396070536.57165,57648900919.267,1559264706.6858,4412199774.3425,6778099344.0718,471733375.27359,2612396691.1015,2290827863.8533,3448189168.5924,806502970.86762,23935613951.137997,5278757818.332,4964133.0269976,2506185587.5263,,4358369154.2304,
31,2018-06-03,1758689303.3853,125191602632.74,18140223022.43,,5184034046.931,104494357.52641,,2428011927.8726,400491882.06926,57423685137.482,1525702620.4358,4438902309.2683,6554604414.0843,464204297.94030994,2460548909.3174,2167019259.3695,3269519141.214,1102831693.3227,24983294699.974,5135825915.9813,11512510.942627,2523128501.7703,,3592382849.1837,
32,2018-06-14,1807655764.5073,111149010214.65,14441400392.247,,4058935214.0707,74518349.601715,,2086375443.0304,329146158.61756,50120252485.031,1527399032.7141,3166412155.6371,5343862871.9894,343397156.98384,1979152751.8619,1684229218.0543,2428731414.1531,909330483.31208,20582128551.408,4181190494.8927,9412077.8788516,2604938774.601,,2934525769.6408,
33,2018-06-25,1629808944.9466,108366401532.5,12666828069.816002,,3576803845.6738,71729758.738245,,1937770789.3705,290140418.7709,45379029245.11099,1626266825.4939,2907404045.7802,4652738686.6125,324025501.53393,2122952518.9814,1508031686.9645,2148647769.6717,784984477.95118,18507382953.55,3691730829.1047,8990124.3312277,2695716132.334,1144513477.4563,2546621091.8518,
34,2018-07-06,1484364986.2548,111293026961.97,12454291465.379,,3593606786.2543,76171942.821245,,1886474387.4289,284723519.02245,46012770462.807,1770885785.4276,2844652852.0953,4578935221.8904,376531425.22161,2085880506.3632,1539949454.3651,2291197027.0162,592520090.13467,17978598210.685,3818246708.2539,7524242.1161542,2659002264.4271,1235450423.4659,2298057087.7336,
35,2018-07-17,1240781000.6235,131354789549.88,14103028692.837,,4419382927.8168,80275920.174722,,2067698883.1863,399188361.10752004,47508648200.965,1734297964.4086,2830973102.7752,4931057911.735,420447734.01521003,2241846607.9311,1611797493.3812,2269912958.1174,527769697.13486,18263960188.395,5496985189.067,7392640.5073820995,2603114441.9839,1332745122.7411,2420373027.5556,
36,2018-07-28,1318409240.0802,130371921354.77,13005908742.609,,3664299755.0422,98363757.814953,,1788283838.5723,349380673.24541,43341572516.528,1730020358.4726,2570043936.0753,4507825048.1154,393779547.47572005,2022652638.1084,1421508481.5333,1918928883.2120001,400784564.25262004,17167914064.735,5069104184.8974,5227306.422450701,2457784444.5596,1147536901.8696,2147129367.6574,
37,2018-08-08,1055004950.9661,109652849614.79,9691915525.0104,,2793956239.4705,94149272.21721801,,1345969303.4548,276332819.09735,32107595533.392002,1420479139.9728,1483701016.9864,3406731170.4415,304698451.05022997,1533674966.4572,1004149171.1044,1221960302.2558,254152830.12579,12267076900.567,4131241813.2136,4146151.8445387003,2469432991.6548,869528501.66527,1456681995.2265,
38,2018-08-19,973142254.4010401,114694499228.23,9342032614.2581,,2504702932.4473,111563640.53838001,,1269175776.6756,283778052.5802,28805856449.887997,1325601294.5836,1578580602.8264,3350840751.06,292233262.41496,1573181488.793,935721076.93753,1200097928.7911,404811457.09238,13151691162.411999,4141137126.4075,3529390.6908536004,2787080211.4697,827377993.46793,1473717023.0109,
39,2018-08-30,1015372744.7284,118753506833.68,9656701971.1324,,2475340960.1357,101703281.2765,,1634087221.4465,597157497.5278901,26371381474.595,1320816029.0996,1819845459.9919,3544100412.5340004,289687208.51645,1918028026.3834,962900820.53269,1349549877.3066,417177781.44629,12593805704.523,4041309706.9852,3986271.0576277003,2772543792.0012,805178715.27956,1534017499.9637,
40,2018-09-10,920308769.4683801,110578756696.35,7715161571.7611,,1800906500.3571,98518527.365061,,1585636604.9605,718373129.90731,20861045321.604,1145377106.8439,1549993183.2649,3165409156.7473,273901830.67647004,1823454077.9926,804118748.05703,1152716337.2375,328727943.87166,11573340432.188,3803062503.8592,3696425.7421596,2756422577.323,874934811.84779,1279322109.59,
41,2018-09-21,1136554455.3632,114120643985.88,8732299745.5308,,2174923141.2460003,117715513.98181,,1610371073.6715,675115875.47339,23373380303.495,1179966864.8392,1594002604.6873,3498324218.6586,334140008.17932004,1934787182.8389,865500640.72457,1218919484.4962,359643527.21671003,21652007665.743,4786541368.2039,3208236.1016637995,2803427634.6275,924001971.61929,1461238592.4482,
42,2018-10-02,1201213982.7257,113084030590.43,8795301741.32,,2114948913.681,115709266.07677,,1480156482.235,648256339.68365,22574722647.924,1128133934.2235,1552138660.6601,3365492022.2218,448342869.07550997,1846092730.4049,928984545.84664,1154175798.9504,385860069.08421004,19529289596.918,4513638335.7814,2988581.8592483997,2764004621.587,801568273.02116,1557274001.4307,
397,2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,
43,2018-10-13,1233470000.389,112231021815.39,7796052114.712,,1951090039.3799,127489046.21505,,1321872897.2993,548077551.4625701,21023363942.586002,1021343522.6925,1380207753.4413,3135459016.8454,484950018.161,1726570745.9729,862259420.37469,1067681288.5699,376329394.01435,17967782100.823997,4407769492.3186,2575781.8776946,2196292969.3771,815064083.27082,1587150523.3142,26576253.180478
44,2018-10-24,1252649898.2595,111315559674.15,7608100271.6271,,1865618831.6469,160521617.11863,,1299559682.3147,453305895.82115996,20691221402.365,987302788.1,1323057191.6678,3010197484.6739,461282947.84275997,1725234788.9671,838105377.76189,1036574725.089,352839299.87343997,18255874046.628002,4358996397.9831,2323112.5772033,1858658014.8411,803472624.6499,1505387328.7131,120176959.46292
45,2018-11-04,1244946491.8112,111052134841.39,9627082991.8142,,1961446913.0291,180952175.44146,,1371563348.5443,387304364.75399,21616848460.073,988653701.7416301,1359769899.8192,3080761566.2325,483880305.17380995,1774143314.8476,877530112.65458,1041216301.7725,339924044.80833,20218965777.408,4851741615.7648,2589008.0086093997,1738986540.7238,789510308.38111,1509428052.617,135712071.98538
369,2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,
46,2018-11-15,875016666.37378,85308030507.965,4889050728.9182,,1346889379.2139,144919300.07143,,985360747.7036301,289947433.51219,15374445477.91,671029498.0393901,978389047.6583,2185824780.1777,339190764.77264,1243756419.5688,763365181.7250099,674347633.4474599,332953106.12479,18154656475.451,4059307455.7070003,1099384.4155535998,1747732220.6736,506928691.36764,1053493935.0356,154419785.78265
47,2018-11-26,697004798.25194,69368049942.316,3004135490.4,,1004001660.1417,106407974.87866,,751960136.56872,254397194.06412998,11606127452.205,492422356.86059004,775982405.35704,1879384254.9041,271601765.05359,948059864.87104,686213681.79349,495062552.70778,224352789.45413,14617427139.857,2941530356.5326,888159.2768319,1830087575.9911,304369057.44026,926897734.2358801,175418031.89582
48,2018-12-07,612161850.23369,58679932040.728,1653034785.9537,1363987817.6968,771131104.26878,75721958.200328,,547026300.52016,245579925.32716,9158045281.5833,402231023.39895,619813587.53106,1465891024.3692,303107784.74571,712136807.35027,602760236.01753,384591086.87027997,150470705.96615,12222912058.601002,2094809118.0385,715138.00011942,1834393617.8981,236069636.78285,869279874.69585,190658962.88333002
49,2018-12-18,730205882.8307201,66516210068.33401,2895418433.0317,1701285697.214,1021502805.4163,102933362.22777,,701340841.96373,289938020.63035,12259712337.463999,504521572.90803,893457309.4943199,1836312845.5091,318947136.43768,822808914.63181,627830374.7382901,468608521.61607003,193322520.92388,14902119227.278,2286319235.6786,772032.10550831,1832470246.2926,294399952.18371004,1244899579.0796,220923217.99135
50,2018-12-29,775466751.9074,66378376779.476,2838297713.3183,1535989657.3651,1085465980.6087,103933870.6849,,691700683.35346,275407744.15762,14153370751.421001,559531823.86135,975984554.96063,1870285700.67,335001740.89403,794257954.53373,599839107.1704099,507874671.88698,176632094.47746998,14882384521.886002,2233802583.1722,642258.91045545,1864477482.1932,295931140.24795,1315969447.6911,242333219.3068
51,2019-01-01,807898949.7759299,67787188345.715,2806430294.5631,1545338223.5123,1188095470.4753,130004521.37761001,,691798753.4808099,267068289.27053,15480820521.411999,548298833.98506,1010800706.7889999,2095267869.3163,356060573.99497,843012623.17713,576853230.00517,532520004.08088,182139805.3201,14691006416.58,2239915252.1002,688922.28758908,1866501740.4253,287198038.12416,1522790920.978,290321802.00478
52,2019-01-11,801492903.25539,63401132318.138,2264453866.3452,1363611105.6837,1131326596.309,163969121.88293,,609538831.70716,244219463.73266,12821672952.383001,471710077.36710995,840870565.88924,1900051053.5896,328697090.18991,751100742.7064,511284339.58807003,497871977.86679006,196865761.97379,13403996874.275,2031678532.0589,660045.70911942,1965856290.4202,256789920.51862997,1627690234.2417,343437855.38036
53,2019-01-22,831800735.91451,61225649160.198,2111540069.4597,1223900466.1739,1052204487.3453,159172319.48282,,597743723.28632,230827533.33694,11641494232.441002,444793642.09316,758381508.8787401,1910629774.8275,305501145.49046004,743834749.4555,450051328.63469005,470084908.90800005,186406275.79383,12658629500.58,1776391789.8259,653663.28072343,2007251819.4045,237819950.8637,1782399583.8233,319642464.50767004
54,2019-02-02,1072968015.3941,60502998851.73,2085558047.8945,1116548810.6762,996785234.5525699,144267658.64181998,,598587311.68587,218016795.83846998,11512046243.107,420071708.44481003,713679367.3848599,2233978808.9831,323096553.21128,742907919.8084201,339741899.60987,467578258.48515,174604394.08269,12237182805.331999,1478185297.3639998,591043.64902806,1972960028.4149,226644469.17937002,1706670521.4038,281091543.92658997
55,2019-02-13,1344707812.3348,64902005253.931,2299795897.6595,1123679394.1254,1104436114.6362,152776443.29282,,696402002.7536,232080054.44152,13895225063.838001,463846314.32127005,785473402.5023099,2725939899.7212,570405365.62851,809371725.34685,372691371.0547,542773576.47729,219842067.92341998,12699286948.029,1564651127.0677,663941.87890069,1971955523.3473,264027847.50045,1597259260.4251,240108291.3109
