,Date,Binance Coin,Bitcoin,Bitcoin Cash,Bitcoin SV,Cardano,ChainLink,Cosmos,Dash,Dogecoin,Ethereum,Ethereum Classic,IOTA,Litecoin,Maker,Monero,NEM,NEO,Ontology,Ripple,Stellar,StrongHands,Tether,Tezos,TRON,USD Coin
56,2019-02-24,1528565327.9634,66819090905.317,2297887414.6601,1161819706.4947,1098446597.0205,148655751.65837,,689939997.17468,229815984.31156,14264432301.596,463686731.66149,785452182.5333,2898453103.3706,671342723.9830401,804367433.21999,379644981.30527,576866675.2898,292776881.70483,12902305959.31,1613906682.6048,684176.98776242,1988440594.6217,249648197.10752,1553634932.0674,232538039.45044
57,2019-03-07,1516474838.8446,69026722934.48401,2380548738.616,1175863233.954,1216127737.1378,167775597.5369,,730291659.44503,242337602.35358998,14376156061.051,474663230.66648,799343410.90852,3494524945.3722,675315225.05784,831372095.64204,414495931.82433,587357984.0649201,371918532.39179,12991999678.747,1914021189.4944,629451.51034109,1988023197.6505,268890822.3499,1509291280.0447,240306799.1012
58,2019-03-18,2252830009.0478,71634504217.559,2862143231.4788,1169540323.6451,1515795107.8001,168122752.44053,,789533096.69699,247211671.73837003,14804359803.821001,522955369.86941,850319414.28713,3722797269.4136,746223995.34455,881103479.1682,456153146.78509,601736255.91562,609446494.78617,13031998430.375,2080496499.1577,675876.12156514,2007504228.6868,407413454.44398,1545805865.0723,246356200.09702998
59,2019-03-29,2588155242.7616,82769463431.147,4321979189.8011,1358484519.0014,2117685858.5955,192642665.42826998,,1038158950.4624,344557393.77252,16609844121.063,616189231.70594,941037211.3439801,4726578993.2098,757931788.83888,1042320165.656,624264429.78703,754660093.68178,713620168.12498,14031803827.348,2289003576.0653,959425.42742355,2054298930.8886,587577209.6243299,1732098998.835,253195424.07663998
60,2019-04-09,2701455080.8993,91416947253.441,5275206038.8907,1199873846.4453,2161758913.6252,181315387.64332,,1108342021.0035,342099823.90942997,17853363909.613,710854748.13525,891796733.4383099,4999221136.0406,651884446.5944201,1157003290.8045,630143312.76162,739843869.17991,671309968.52038,14023908206.061,2286779214.1238,1093277.829523,2357600833.4639997,667808093.79549,1819071448.7738,258992729.83029
61,2019-04-20,3222840325.5357,93410256060.715,4864938470.4564,966905833.28345,1848506441.2401,164128317.70879,,1017135944.6641,308636303.33149,17278623701.544,625622093.8075,783549616.33164,4511252774.5298,551797158.9367,1121063505.909,536914900.97729,648837530.56388,562956073.40818,12885939326.345,1997607422.6755,1036572.2644621,2685034133.3373,758675919.64797,1586988573.8595,263202635.77434
372,2019-04-22,,,,,,,,,,,,,,,,,,,,,,,,,
62,2019-05-01,3026955373.5663,103306579874.31,5048619074.1816,962413944.2516699,1716554118.7224,193706608.63631,,1010747268.5807,302802122.81038,17875212951.656998,631350331.36859,767053516.35623,4668622072.2405,521117303.1015,1108508933.8817,473091693.70567,600437693.73271,531192512.72695994,12629870394.491001,1837394858.1722,771926.8392368,2756055518.5749,728715552.53406,1562069244.1,303221904.22405
63,2019-05-12,3756603950.6416,137225518004.35,6912606637.4535,1245890719.1796,2144948353.3049,326784901.75159,,1269695010.2558,358417766.39738,24981582654.744,780133697.59875,1072377252.5421,5652260138.7422,643856044.63434,1391826435.7088,716382828.18068,726066476.36031,677450218.55069,16324749573.538,2432773515.5814,712448.97189663,2820622131.9617,957269198.6609801,1817439370.8188,350443740.55079
64,2019-05-23,4724969886.3157,149168066142.19,7613195358.481999,2557152043.22,2265345688.7245,404842304.47089,,1492331484.7722,380000988.64865,27854227418.468998,888628135.60997,1243520124.3491,6743149901.0604,726590551.26264,1535679654.8302,822328934.4560701,817099195.92453,710972929.8406099,17597793109.355,2554371541.6372,651332.77691128,3053101521.5487,945074851.2505801,2152621060.3777,354351635.14355
65,2019-06-03,4490282440.3022,141895606858.41,7093392613.8554,3638183554.7971,2255298203.8348,407557466.22038,1324704734.7312,1455010632.4011,365337839.64162004,26454803937.082,934975314.2651,1205011269.9152,7379945725.4903,731603935.7498,1515921755.4194,971749111.61589,847392512.18494,674067526.75141,17348196831.204,2438893453.8208,721158.11241479,3209192306.5657,778890371.85332,2192651607.2753,338767004.01125
66,2019-06-14,4977474519.4382,169850767429.61,7764383529.453,3966679755.3288,2395583618.1857,622231487.19535,1240504905.9487,1499257332.4478,375121171.43973,29906483170.051003,977018894.13359,1203380033.1352,8454693506.4323,723869546.46116,1718178454.9134,823138086.86552,1040153752.6354,727864139.81217,18658180274.566,2449446826.1027,820304.18128452,3485906698.5959997,740721232.4408599,2262930376.8804,343244173.38943
67,2019-06-25,4765290741.8076,205300112378.47,7713643494.2088,3743373733.8178,2315741195.3637,1113333477.6188,1110396017.7841,1551730037.8554,413073330.55013996,32527348070.86,910470198.04094,1183693468.3172,7770620415.6492,690141539.88041,1722226654.1276,883949911.1143199,1258737469.8532,741481221.13502,18038208581.275,2176799171.0067,796342.23046969,3569666242.3898,640990268.38233,2249780869.1483,359535080.08197004
68,2019-07-06,4399222619.6645,203648820588.4,6512842431.1263,3050997944.0084,1843222570.2266,1102629765.6556,877972612.52597,1422518564.1169,391121718.51467,29198752278.462,778895742.13581,1002047644.5627,6647095769.925,661397423.3168,1613089680.1961,722500244.70394,1065016848.4392,607433166.98937,15187527951.376999,1861224079.2589998,653360.99585658,3804079077.6957,660326119.17678,1986970109.1833,372150300.13819
69,2019-07-17,4187430477.3906,181108557618.97,5529872214.9957,2794698122.2305,1551494485.8539999,897914864.41418,757835767.4523901,1163221312.5116,363319417.34704,23422286941.126,681432502.6614599,843787321.05574,5950892626.6767,568707934.0905,1386209940.0548,615238687.28878,856609041.09747,527987711.07475996,13694962868.068,1724294049.4375,705141.05979216,4004042266.8179,616302759.12488,1677109388.1918,410064070.79372
70,2019-07-28,4300103970.2796,187028588609.71,5847748930.303,2646656734.6114,1490252610.3388,815841651.18388,686216866.8156099,1137902236.5918,341527433.64373,23322149133.33,670289590.7418799,782299893.62614,5898874921.3006,583760641.88775,1424733290.9523,572918508.04236,814422741.44058,516446285.3128,13479586144.265,1601858292.7141,759048.32337006,4020722073.617,795698832.5499799,1470153116.3928,426474338.73912
71,2019-08-08,4517612574.2502,196004065978.79,5785782202.7418,2503526165.5326,1299151340.6877,826160238.8256,599573432.6337,1112632101.1032,335756684.61505,21660552892.142,647414992.11349,692721459.75166,5164243296.4611,511994669.50895,1493246109.1615,512508326.8407,726926450.75771,445697213.18627,12277060592.452,1427101633.0877,905289.45169801,4050483289.682,795454090.9817,1291914127.8408,424364076.47802997
72,2019-08-19,4080799171.036,182397162622.32,5508033120.8646,2387584681.5144,1251503697.0489,760706765.16293,509611362.44005996,830024772.13858,314699980.69245,20234036293.299,749326266.8472,699218340.06925,4593116581.5086,512322806.0164,1359606388.1691,484993645.35853,679493106.26719,412955232.70628,11551620062.303999,1329777082.0782,897547.14164654,4047230712.5385,689806484.8355299,1154499167.8222,423990734.74497
73,2019-08-30,3453441243.9005,182904085010.53,5241405366.857,2365299684.5575,1168379321.9889998,629083596.42313,416484939.80106,747033042.11611,300537042.51067,18842687589.369,749981318.00921,672481267.44085,4227759047.9142,458207702.13017005,1245920874.3966,436241067.94607997,635430029.595,385006287.31328,11083938252.768,1208606324.0663,668697.06589288,4025408446.3537,629954873.71932,1025620934.366,446304736.74925995
74,2019-09-10,3295600954.6738,183912395914.32,5540638697.3355,2188132085.1282,1235605916.1466,591668937.6766701,592638993.12335,834775570.50589,307409112.70397,20862715543.557,716374632.6817,701148204.49458,4566309791.7971,501390886.48005,1277840244.6895,408481596.11798,652480733.17846,411839005.60064,11668895000.251999,1284501073.282,957262.41550591,4102181375.1533,626413987.0540401,1069774915.293,429626022.41257995
75,2019-09-21,2667737834.9202,157505885231.24,4478364187.6878,1701170672.6907,1086633769.6607,614140720.76175,474425492.616,715326712.6525,285821874.63613,19740294580.357,577893533.92496,756366100.73171,3826595420.9668,486841151.3517,1069692138.8396,383978180.42289,550007399.48065,352531092.23452,10990632608.956999,1234796481.7894,779113.89324443,4122165422.8574,573910054.64027,974015032.3704801,405533125.17752004
76,2019-10-02,2524082771.7054,149345113123.76,4100162099.0221,1517614301.0317,1044860173.0746,811254996.93116,525575783.92599005,662732375.01689,283385504.60702,19633357779.6,538277542.78734,772078575.01946,3610387580.5463,484410991.00479007,977545067.4158301,362025502.74396,529487784.25007004,337492117.3869,11415161384.405,1221828244.0735,,4116650959.0991,556104414.77843,1033582586.3571,463238799.29036
394,2019-10-09,,,,,,,,,,,,,,,,,,,,,783914485.70715,,,,
77,2019-10-13,2893285495.4842,151087184981.27,4107281189.4999,1580494011.4217,1071132906.0603,885625625.35005,567519027.16717,667792657.4168,311738373.68279,19914275078.19,538202095.72593,779373876.71111,3577860235.3049,517513548.75445,975421843.6207801,355645873.75962996,522425183.05408,343612755.67592996,12507818987.256,1278360605.0158,711301854.11618,4222231522.4382,557623874.01634,1090677215.4576,477235793.07275
