id,date,open,high,low,close,volume,adj_open,adj_high,adj_low,adj_close,adj_volume,intraperiod,frequency,security_id
188505,1981-01-16,31.12,31.12,31.0,31.0,59800,0.443877544634846,0.443877544634846,0.44216593456556,0.44216593456556,3348800,False,PriceFrequency.daily,1
188504,1981-01-19,32.87,33.0,32.87,32.87,185600,0.468838524811934,0.470692769053661,0.468838524811934,0.468838524811934,10393600,False,PriceFrequency.daily,1
188503,1981-01-20,32.0,32.0,31.88,31.88,134300,0.456429351809611,0.456429351809611,0.454717741740324,0.454717741740324,7520800,False,PriceFrequency.daily,1
188502,1981-01-21,32.5,32.75,32.5,32.5,71000,0.463561060431636,0.467126914742648,0.463561060431636,0.463561060431636,3976000,False,PriceFrequency.daily,1
188501,1981-01-22,32.87,33.13,32.87,32.87,158700,0.468838524811934,0.472547013295387,0.468838524811934,0.468838524811934,8887200,False,PriceFrequency.daily,1
188500,1981-01-23,32.87,33.0,32.75,32.75,50100,0.468838524811934,0.470692769053661,0.467126914742648,0.467126914742648,2805600,False,PriceFrequency.daily,1
188499,1981-01-26,32.37,32.37,32.25,32.25,110000,0.461706816189909,0.461706816189909,0.459995206120623,0.459995206120623,6160000,False,PriceFrequency.daily,1
188498,1981-01-27,32.25,32.25,32.0,32.0,105800,0.459995206120623,0.459995206120623,0.456429351809611,0.456429351809611,5924800,False,PriceFrequency.daily,1
188497,1981-01-28,31.12,31.12,31.0,31.0,125700,0.443877544634846,0.443877544634846,0.44216593456556,0.44216593456556,7039200,False,PriceFrequency.daily,1
188496,1981-01-29,30.0,30.0,29.87,29.87,196000,0.42790251732151,0.42790251732151,0.426048273079783,0.426048273079783,10976000,False,PriceFrequency.daily,1
188495,1981-01-30,28.5,28.5,28.25,28.25,206200,0.406507391455434,0.406507391455434,0.402941537144422,0.402941537144422,11547200,False,PriceFrequency.daily,1
188494,1981-02-02,26.75,26.75,26.63,26.63,106100,0.381546411278346,0.381546411278346,0.37983480120906,0.37983480120906,5941600,False,PriceFrequency.daily,1
188493,1981-02-03,27.62,27.75,27.62,27.62,85500,0.39395558428067,0.395809828522397,0.39395558428067,0.39395558428067,4788000,False,PriceFrequency.daily,1
188492,1981-02-04,28.62,28.75,28.62,28.62,124400,0.40821900152472,0.410073245766447,0.40821900152472,0.40821900152472,6966400,False,PriceFrequency.daily,1
188491,1981-02-05,28.62,28.87,28.62,28.62,35400,0.40821900152472,0.411784855835733,0.40821900152472,0.40821900152472,1982400,False,PriceFrequency.daily,1
188490,1981-02-06,28.75,28.87,28.75,28.75,61900,0.410073245766447,0.411784855835733,0.410073245766447,0.410073245766447,3466400,False,PriceFrequency.daily,1
188489,1981-02-09,27.5,27.5,27.25,27.25,74800,0.392243974211384,0.392243974211384,0.388678119900371,0.388678119900371,4188800,False,PriceFrequency.daily,1
188488,1981-02-10,27.25,27.38,27.25,27.25,81900,0.388678119900371,0.390532364142098,0.388678119900371,0.388678119900371,4586400,False,PriceFrequency.daily,1
188487,1981-02-11,26.5,26.5,26.37,26.37,61800,0.377980556967334,0.377980556967334,0.376126312725607,0.376126312725607,3460800,False,PriceFrequency.daily,1
188486,1981-02-12,26.25,26.25,26.13,26.13,65000,0.374414702656321,0.374414702656321,0.372703092587035,0.372703092587035,3640000,False,PriceFrequency.daily,1
188485,1981-02-13,25.75,25.75,25.5,25.5,49800,0.367282994034296,0.367282994034296,0.363717139723283,0.363717139723283,2788800,False,PriceFrequency.daily,1
188484,1981-02-17,26.13,26.25,26.13,26.13,54800,0.372703092587035,0.374414702656321,0.372703092587035,0.372703092587035,3068800,False,PriceFrequency.daily,1
188483,1981-02-18,27.25,27.5,27.25,27.25,85900,0.388678119900371,0.392243974211384,0.388678119900371,0.388678119900371,4810400,False,PriceFrequency.daily,1
188482,1981-02-19,25.75,25.75,25.63,25.63,99600,0.367282994034296,0.367282994034296,0.36557138396501,0.36557138396501,5577600,False,PriceFrequency.daily,1
188481,1981-02-20,24.38,24.38,24.25,24.25,108800,0.347742112409947,0.347742112409947,0.34588786816822,0.34588786816822,6092800,False,PriceFrequency.daily,1
188480,1981-02-23,24.62,24.75,24.62,24.62,63000,0.351165332548519,0.353019576790246,0.351165332548519,0.351165332548519,3528000,False,PriceFrequency.daily,1
188479,1981-02-24,24.0,24.0,23.75,23.75,75800,0.342322013857208,0.342322013857208,0.338756159546195,0.338756159546195,4244800,False,PriceFrequency.daily,1
188478,1981-02-25,25.25,25.37,25.25,25.25,87000,0.360151285412271,0.361862895481557,0.360151285412271,0.360151285412271,4872000,False,PriceFrequency.daily,1
188477,1981-02-26,25.63,25.75,25.63,25.63,48400,0.36557138396501,0.367282994034296,0.36557138396501,0.36557138396501,2710400,False,PriceFrequency.daily,1
188476,1981-02-27,26.5,26.75,26.5,26.5,65900,0.377980556967334,0.381546411278346,0.377980556967334,0.377980556967334,3690400,False,PriceFrequency.daily,1
188475,1981-03-02,26.63,26.75,26.63,26.63,52500,0.37983480120906,0.381546411278346,0.37983480120906,0.37983480120906,2940000,False,PriceFrequency.daily,1
188474,1981-03-03,26.37,26.37,26.25,26.25,72200,0.376126312725607,0.376126312725607,0.374414702656321,0.374414702656321,4043200,False,PriceFrequency.daily,1
188473,1981-03-04,26.13,26.13,26.0,26.0,61200,0.372703092587035,0.372703092587035,0.370848848345309,0.370848848345309,3427200,False,PriceFrequency.daily,1
188472,1981-03-05,26.0,26.0,25.87,25.87,24000,0.370848848345309,0.370848848345309,0.368994604103582,0.368994604103582,1344000,False,PriceFrequency.daily,1
188471,1981-03-06,25.87,25.87,25.63,25.63,51800,0.368994604103582,0.368994604103582,0.36557138396501,0.36557138396501,2900800,False,PriceFrequency.daily,1
188470,1981-03-09,23.75,23.75,23.63,23.63,68400,0.338756159546195,0.338756159546195,0.337044549476909,0.337044549476909,3830400,False,PriceFrequency.daily,1
188469,1981-03-10,22.63,22.63,22.5,22.5,126700,0.322781132232859,0.322781132232859,0.320926887991132,0.320926887991132,7095200,False,PriceFrequency.daily,1
188468,1981-03-11,21.87,21.87,21.62,21.62,133300,0.311940935127381,0.311940935127381,0.308375080816368,0.308375080816368,7464800,False,PriceFrequency.daily,1
188467,1981-03-12,22.5,22.63,22.5,22.5,264500,0.320926887991132,0.322781132232859,0.320926887991132,0.320926887991132,14812000,False,PriceFrequency.daily,1
188466,1981-03-13,22.37,22.37,22.25,22.25,1032600,0.319072643749406,0.319072643749406,0.31736103368012,0.31736103368012,57825600,False,PriceFrequency.daily,1
188465,1981-03-16,23.13,23.37,23.13,23.13,166200,0.329912840854884,0.333336060993456,0.329912840854884,0.329912840854884,9307200,False,PriceFrequency.daily,1
188464,1981-03-17,24.25,24.5,24.25,24.25,195300,0.34588786816822,0.349453722479233,0.34588786816822,0.34588786816822,10936800,False,PriceFrequency.daily,1
188463,1981-03-18,25.75,26.0,25.75,25.75,164900,0.367282994034296,0.370848848345309,0.367282994034296,0.367282994034296,9234400,False,PriceFrequency.daily,1
188462,1981-03-19,25.63,25.63,25.5,25.5,168800,0.36557138396501,0.36557138396501,0.363717139723283,0.363717139723283,9452800,False,PriceFrequency.daily,1
188461,1981-03-20,25.75,26.0,25.75,25.75,65200,0.367282994034296,0.370848848345309,0.367282994034296,0.367282994034296,3651200,False,PriceFrequency.daily,1
188460,1981-03-23,26.75,27.0,26.75,26.75,98300,0.381546411278346,0.385112265589359,0.381546411278346,0.381546411278346,5504800,False,PriceFrequency.daily,1
188459,1981-03-24,26.75,26.75,26.63,26.63,125700,0.381546411278346,0.381546411278346,0.37983480120906,0.37983480120906,7039200,False,PriceFrequency.daily,1
188458,1981-03-25,26.37,26.37,26.13,26.13,31500,0.376126312725607,0.376126312725607,0.372703092587035,0.372703092587035,1764000,False,PriceFrequency.daily,1
188457,1981-03-26,25.75,25.75,25.63,25.63,54800,0.367282994034296,0.367282994034296,0.36557138396501,0.36557138396501,3068800,False,PriceFrequency.daily,1
188456,1981-03-27,24.88,24.88,24.75,24.75,54700,0.354873821031972,0.354873821031972,0.353019576790246,0.353019576790246,3063200,False,PriceFrequency.daily,1
188455,1981-03-30,24.75,25.0,24.75,24.75,44200,0.353019576790246,0.356585431101258,0.353019576790246,0.353019576790246,2475200,False,PriceFrequency.daily,1
188454,1981-03-31,24.75,24.75,24.5,24.5,71400,0.353019576790246,0.353019576790246,0.349453722479233,0.349453722479233,3998400,False,PriceFrequency.daily,1
188453,1981-04-01,24.38,24.38,24.25,24.25,152100,0.347742112409947,0.347742112409947,0.34588786816822,0.34588786816822,8517600,False,PriceFrequency.daily,1
188452,1981-04-02,26.37,26.5,26.37,26.37,140200,0.376126312725607,0.377980556967334,0.376126312725607,0.376126312725607,7851200,False,PriceFrequency.daily,1
188451,1981-04-03,26.5,26.63,26.5,26.5,73600,0.377980556967334,0.37983480120906,0.377980556967334,0.377980556967334,4121600,False,PriceFrequency.daily,1
188450,1981-04-06,26.13,26.13,26.0,26.0,101800,0.372703092587035,0.372703092587035,0.370848848345309,0.370848848345309,5700800,False,PriceFrequency.daily,1
188449,1981-04-07,25.87,25.87,25.75,25.75,47700,0.368994604103582,0.368994604103582,0.367282994034296,0.367282994034296,2671200,False,PriceFrequency.daily,1
188448,1981-04-08,27.0,27.25,27.0,27.0,98000,0.385112265589359,0.388678119900371,0.385112265589359,0.385112265589359,5488000,False,PriceFrequency.daily,1
188447,1981-04-09,27.5,27.62,27.5,27.5,55800,0.392243974211384,0.39395558428067,0.392243974211384,0.392243974211384,3124800,False,PriceFrequency.daily,1
188446,1981-04-10,27.88,28.0,27.88,27.88,149400,0.397664072764123,0.399375682833409,0.397664072764123,0.397664072764123,8366400,False,PriceFrequency.daily,1
188445,1981-04-13,27.88,28.0,27.88,27.88,71700,0.397664072764123,0.399375682833409,0.397664072764123,0.397664072764123,4015200,False,PriceFrequency.daily,1
188444,1981-04-14,27.88,28.0,27.88,27.88,29700,0.397664072764123,0.399375682833409,0.397664072764123,0.397664072764123,1663200,False,PriceFrequency.daily,1
188443,1981-04-15,26.63,26.63,26.5,26.5,152000,0.37983480120906,0.37983480120906,0.377980556967334,0.377980556967334,8512000,False,PriceFrequency.daily,1
188442,1981-04-16,25.12,25.12,25.0,25.0,106600,0.358297041170544,0.358297041170544,0.356585431101258,0.356585431101258,5969600,False,PriceFrequency.daily,1
188441,1981-04-20,25.75,25.87,25.75,25.75,157800,0.367282994034296,0.368994604103582,0.367282994034296,0.367282994034296,8836800,False,PriceFrequency.daily,1
188440,1981-04-21,27.5,27.62,27.5,27.5,127400,0.392243974211384,0.39395558428067,0.392243974211384,0.392243974211384,7134400,False,PriceFrequency.daily,1
188439,1981-04-22,28.5,28.62,28.5,28.5,84800,0.406507391455434,0.40821900152472,0.406507391455434,0.406507391455434,4748800,False,PriceFrequency.daily,1
188438,1981-04-23,29.25,29.37,29.25,29.25,259000,0.417204954388472,0.418916564457758,0.417204954388472,0.417204954388472,14504000,False,PriceFrequency.daily,1
188437,1981-04-24,29.25,29.25,29.0,29.0,156500,0.417204954388472,0.417204954388472,0.41363910007746,0.41363910007746,8764000,False,PriceFrequency.daily,1
188436,1981-04-27,28.87,28.87,28.75,28.75,172000,0.411784855835733,0.411784855835733,0.410073245766447,0.410073245766447,9632000,False,PriceFrequency.daily,1
188435,1981-04-28,28.38,28.38,28.25,28.25,143700,0.404795781386148,0.404795781386148,0.402941537144422,0.402941537144422,8047200,False,PriceFrequency.daily,1
188434,1981-04-29,28.0,28.0,27.88,27.88,60900,0.399375682833409,0.399375682833409,0.397664072764123,0.397664072764123,3410400,False,PriceFrequency.daily,1
188433,1981-04-30,28.38,28.62,28.38,28.38,56300,0.404795781386148,0.40821900152472,0.404795781386148,0.404795781386148,3152800,False,PriceFrequency.daily,1
188432,1981-05-01,28.38,28.62,28.38,28.38,73900,0.404795781386148,0.40821900152472,0.404795781386148,0.404795781386148,4138400,False,PriceFrequency.daily,1
188431,1981-05-04,28.38,28.38,28.25,28.25,64500,0.404795781386148,0.404795781386148,0.402941537144422,0.402941537144422,3612000,False,PriceFrequency.daily,1
188430,1981-05-05,28.25,28.25,28.12,28.12,78300,0.402941537144422,0.402941537144422,0.401087292902695,0.401087292902695,4384800,False,PriceFrequency.daily,1
188429,1981-05-06,27.5,27.5,27.38,27.38,84600,0.392243974211384,0.392243974211384,0.390532364142098,0.390532364142098,4737600,False,PriceFrequency.daily,1
188428,1981-05-07,27.75,27.88,27.75,27.75,41800,0.395809828522397,0.397664072764123,0.395809828522397,0.395809828522397,2340800,False,PriceFrequency.daily,1
188427,1981-05-08,28.0,28.12,28.0,28.0,35300,0.399375682833409,0.401087292902695,0.399375682833409,0.399375682833409,1976800,False,PriceFrequency.daily,1
188426,1981-05-11,27.5,27.5,27.38,27.38,53300,0.392243974211384,0.392243974211384,0.390532364142098,0.390532364142098,2984800,False,PriceFrequency.daily,1
188425,1981-05-12,27.38,27.75,27.38,27.38,19000,0.390532364142098,0.395809828522397,0.390532364142098,0.390532364142098,1064000,False,PriceFrequency.daily,1
188424,1981-05-13,27.38,27.62,27.25,27.25,21900,0.390532364142098,0.39395558428067,0.388678119900371,0.388678119900371,1226400,False,PriceFrequency.daily,1
188423,1981-05-14,27.13,27.13,26.87,26.87,22000,0.386966509831085,0.386966509831085,0.383258021347632,0.383258021347632,1232000,False,PriceFrequency.daily,1
188422,1981-05-15,27.5,27.88,27.5,27.5,21900,0.392243974211384,0.397664072764123,0.392243974211384,0.392243974211384,1226400,False,PriceFrequency.daily,1
188421,1981-05-18,28.0,28.25,28.0,28.0,18600,0.399375682833409,0.402941537144422,0.399375682833409,0.399375682833409,1041600,False,PriceFrequency.daily,1
188420,1981-05-19,27.62,27.62,27.5,27.5,113500,0.39395558428067,0.39395558428067,0.392243974211384,0.392243974211384,6356000,False,PriceFrequency.daily,1
188419,1981-05-20,28.38,28.62,28.38,28.38,59300,0.404795781386148,0.40821900152472,0.404795781386148,0.404795781386148,3320800,False,PriceFrequency.daily,1
188418,1981-05-21,30.0,30.13,30.0,30.0,143800,0.42790251732151,0.429756761563236,0.42790251732151,0.42790251732151,8052800,False,PriceFrequency.daily,1
188417,1981-05-22,31.38,31.62,31.38,31.38,140300,0.447586033118299,0.451009253256871,0.447586033118299,0.447586033118299,7856800,False,PriceFrequency.daily,1
188416,1981-05-26,31.38,31.38,31.25,31.25,381000,0.447586033118299,0.447586033118299,0.445731788876573,0.445731788876573,21336000,False,PriceFrequency.daily,1
188415,1981-05-27,33.0,33.13,33.0,33.0,667400,0.470692769053661,0.472547013295387,0.470692769053661,0.470692769053661,37374400,False,PriceFrequency.daily,1
188414,1981-05-28,33.0,33.13,33.0,33.0,330300,0.470692769053661,0.472547013295387,0.470692769053661,0.470692769053661,18496800,False,PriceFrequency.daily,1
188413,1981-05-29,33.13,33.25,33.13,33.13,265100,0.472547013295387,0.474258623364673,0.472547013295387,0.472547013295387,14845600,False,PriceFrequency.daily,1
188412,1981-06-01,33.13,33.25,33.13,33.13,228800,0.472547013295387,0.474258623364673,0.472547013295387,0.472547013295387,12812800,False,PriceFrequency.daily,1
188411,1981-06-02,31.62,31.62,31.5,31.5,180500,0.451009253256871,0.451009253256871,0.449297643187585,0.449297643187585,10108000,False,PriceFrequency.daily,1
188410,1981-06-03,31.5,31.75,31.5,31.5,176100,0.449297643187585,0.452863497498598,0.449297643187585,0.449297643187585,9861600,False,PriceFrequency.daily,1
188409,1981-06-04,32.12,32.25,32.12,32.12,250300,0.458140961878897,0.459995206120623,0.458140961878897,0.458140961878897,14016800,False,PriceFrequency.daily,1
188408,1981-06-05,31.75,31.75,31.62,31.62,257500,0.452863497498598,0.452863497498598,0.451009253256871,0.451009253256871,14420000,False,PriceFrequency.daily,1
188407,1981-06-08,30.63,30.63,30.5,30.5,417400,0.436888470185262,0.436888470185262,0.435034225943535,0.435034225943535,23374400,False,PriceFrequency.daily,1
188406,1981-06-09,31.12,31.25,31.12,31.12,533900,0.443877544634846,0.445731788876573,0.443877544634846,0.443877544634846,29898400,False,PriceFrequency.daily,1
188405,1981-06-10,31.5,31.88,31.5,31.5,112600,0.449297643187585,0.454717741740324,0.449297643187585,0.449297643187585,6305600,False,PriceFrequency.daily,1
188404,1981-06-11,32.87,33.0,32.87,32.87,174000,0.468838524811934,0.470692769053661,0.468838524811934,0.468838524811934,9744000,False,PriceFrequency.daily,1
188403,1981-06-12,32.63,32.63,32.5,32.5,115200,0.465415304673362,0.465415304673362,0.463561060431636,0.463561060431636,6451200,False,PriceFrequency.daily,1
188402,1981-06-15,32.5,32.5,32.37,32.37,641800,0.463561060431636,0.463561060431636,0.461706816189909,0.461706816189909,35940800,False,PriceFrequency.daily,1
188401,1981-06-16,31.88,31.88,31.75,31.75,166300,0.454717741740324,0.454717741740324,0.452863497498598,0.452863497498598,9312800,False,PriceFrequency.daily,1
188400,1981-06-17,31.38,31.38,31.25,31.25,123100,0.447586033118299,0.447586033118299,0.445731788876573,0.445731788876573,6893600,False,PriceFrequency.daily,1
188399,1981-06-18,31.25,31.38,31.12,31.12,102900,0.445731788876573,0.447586033118299,0.443877544634846,0.443877544634846,5762400,False,PriceFrequency.daily,1
188398,1981-06-19,30.37,30.37,30.25,30.25,122800,0.433179981701808,0.433179981701808,0.431468371632522,0.431468371632522,6876800,False,PriceFrequency.daily,1
188397,1981-06-22,29.25,29.25,29.13,29.13,48400,0.417204954388472,0.417204954388472,0.415493344319186,0.415493344319186,2710400,False,PriceFrequency.daily,1
188396,1981-06-23,29.63,29.87,29.63,29.63,67100,0.422625052941211,0.426048273079783,0.422625052941211,0.422625052941211,3757600,False,PriceFrequency.daily,1
188395,1981-06-24,29.13,29.13,28.87,28.87,102800,0.415493344319186,0.415493344319186,0.411784855835733,0.411784855835733,5756800,False,PriceFrequency.daily,1
188394,1981-06-25,29.5,29.63,29.5,29.5,108300,0.420770808699485,0.422625052941211,0.420770808699485,0.420770808699485,6064800,False,PriceFrequency.daily,1
188393,1981-06-26,29.37,29.37,29.13,29.13,106200,0.418916564457758,0.418916564457758,0.415493344319186,0.415493344319186,5947200,False,PriceFrequency.daily,1
188392,1981-06-29,28.38,28.38,28.12,28.12,47300,0.404795781386148,0.404795781386148,0.401087292902695,0.401087292902695,2648800,False,PriceFrequency.daily,1
188391,1981-06-30,26.13,26.13,26.0,26.0,160300,0.372703092587035,0.372703092587035,0.370848848345309,0.370848848345309,8976800,False,PriceFrequency.daily,1
188390,1981-07-01,25.87,25.87,25.75,25.75,761000,0.368994604103582,0.368994604103582,0.367282994034296,0.367282994034296,42616000,False,PriceFrequency.daily,1
188389,1981-07-02,25.75,25.87,25.75,25.75,135200,0.367282994034296,0.368994604103582,0.367282994034296,0.367282994034296,7571200,False,PriceFrequency.daily,1
188388,1981-07-06,25.12,25.12,24.88,24.88,73800,0.358297041170544,0.358297041170544,0.354873821031972,0.354873821031972,4132800,False,PriceFrequency.daily,1
188387,1981-07-07,25.12,25.37,25.12,25.12,70700,0.358297041170544,0.361862895481557,0.358297041170544,0.358297041170544,3959200,False,PriceFrequency.daily,1
188386,1981-07-08,26.13,26.25,26.13,26.13,74200,0.372703092587035,0.374414702656321,0.372703092587035,0.372703092587035,4155200,False,PriceFrequency.daily,1
188385,1981-07-09,24.25,24.25,24.12,24.12,146800,0.34588786816822,0.34588786816822,0.344033623926494,0.344033623926494,8220800,False,PriceFrequency.daily,1
188384,1981-07-10,22.37,22.37,22.25,22.25,246300,0.319072643749406,0.319072643749406,0.31736103368012,0.31736103368012,13792800,False,PriceFrequency.daily,1
188383,1981-07-13,22.75,22.87,22.75,22.75,204200,0.324492742302145,0.326204352371431,0.324492742302145,0.324492742302145,11435200,False,PriceFrequency.daily,1
188382,1981-07-14,23.75,24.0,23.75,23.75,88300,0.338756159546195,0.342322013857208,0.338756159546195,0.338756159546195,4944800,False,PriceFrequency.daily,1
188381,1981-07-15,24.38,24.5,24.38,24.38,48900,0.347742112409947,0.349453722479233,0.347742112409947,0.347742112409947,2738400,False,PriceFrequency.daily,1
188380,1981-07-16,25.0,25.25,25.0,25.0,68000,0.356585431101258,0.360151285412271,0.356585431101258,0.356585431101258,3808000,False,PriceFrequency.daily,1
188379,1981-07-17,25.87,26.0,25.87,25.87,88500,0.368994604103582,0.370848848345309,0.368994604103582,0.368994604103582,4956000,False,PriceFrequency.daily,1
188378,1981-07-20,24.25,24.25,24.12,24.12,105600,0.34588786816822,0.34588786816822,0.344033623926494,0.344033623926494,5913600,False,PriceFrequency.daily,1
188377,1981-07-21,24.12,24.12,24.0,24.0,142600,0.344033623926494,0.344033623926494,0.342322013857208,0.342322013857208,7985600,False,PriceFrequency.daily,1
188376,1981-07-22,22.87,22.87,22.63,22.63,101200,0.326204352371431,0.326204352371431,0.322781132232859,0.322781132232859,5667200,False,PriceFrequency.daily,1
188375,1981-07-23,23.25,23.37,23.25,23.25,153800,0.33162445092417,0.333336060993456,0.33162445092417,0.33162445092417,8612800,False,PriceFrequency.daily,1
188374,1981-07-24,24.0,24.12,24.0,24.0,128800,0.342322013857208,0.344033623926494,0.342322013857208,0.342322013857208,7212800,False,PriceFrequency.daily,1
188373,1981-07-27,25.0,25.12,25.0,25.0,77400,0.356585431101258,0.358297041170544,0.356585431101258,0.356585431101258,4334400,False,PriceFrequency.daily,1
188372,1981-07-28,24.25,24.25,24.12,24.12,102000,0.34588786816822,0.34588786816822,0.344033623926494,0.344033623926494,5712000,False,PriceFrequency.daily,1
188371,1981-07-29,23.88,23.88,23.75,23.75,69200,0.340610403787922,0.340610403787922,0.338756159546195,0.338756159546195,3875200,False,PriceFrequency.daily,1
188370,1981-07-30,24.62,24.88,24.62,24.62,44200,0.351165332548519,0.354873821031972,0.351165332548519,0.351165332548519,2475200,False,PriceFrequency.daily,1
188369,1981-07-31,25.0,25.12,25.0,25.0,48900,0.356585431101258,0.358297041170544,0.356585431101258,0.356585431101258,2738400,False,PriceFrequency.daily,1
188368,1981-08-03,25.0,25.0,24.75,24.75,55500,0.356585431101258,0.356585431101258,0.353019576790246,0.353019576790246,3108000,False,PriceFrequency.daily,1
188367,1981-08-04,25.12,25.25,25.12,25.12,141400,0.358297041170544,0.360151285412271,0.358297041170544,0.358297041170544,7918400,False,PriceFrequency.daily,1
188366,1981-08-05,25.87,26.0,25.87,25.87,78100,0.368994604103582,0.370848848345309,0.368994604103582,0.368994604103582,4373600,False,PriceFrequency.daily,1
188365,1981-08-06,25.37,25.37,25.25,25.25,47000,0.361862895481557,0.361862895481557,0.360151285412271,0.360151285412271,2632000,False,PriceFrequency.daily,1
188364,1981-08-07,25.25,25.37,25.25,25.25,41100,0.360151285412271,0.361862895481557,0.360151285412271,0.360151285412271,2301600,False,PriceFrequency.daily,1
188363,1981-08-11,24.75,24.75,24.5,24.5,319000,0.353019576790246,0.353019576790246,0.349453722479233,0.349453722479233,17864000,False,PriceFrequency.daily,1
188362,1981-08-12,24.12,24.12,24.0,24.0,117300,0.344033623926494,0.344033623926494,0.342322013857208,0.342322013857208,6568800,False,PriceFrequency.daily,1
188361,1981-08-13,23.37,23.37,23.25,23.25,122700,0.333336060993456,0.333336060993456,0.33162445092417,0.33162445092417,6871200,False,PriceFrequency.daily,1
188360,1981-08-14,23.13,23.13,22.87,22.87,108000,0.329912840854884,0.329912840854884,0.326204352371431,0.326204352371431,6048000,False,PriceFrequency.daily,1
188359,1981-08-17,22.37,22.37,22.13,22.13,84400,0.319072643749406,0.319072643749406,0.315649423610834,0.315649423610834,4726400,False,PriceFrequency.daily,1
188358,1981-08-18,21.87,21.87,21.62,21.62,75900,0.311940935127381,0.311940935127381,0.308375080816368,0.308375080816368,4250400,False,PriceFrequency.daily,1
188357,1981-08-19,21.62,21.62,21.38,21.38,92300,0.308375080816368,0.308375080816368,0.304951860677796,0.304951860677796,5168800,False,PriceFrequency.daily,1
188356,1981-08-20,21.62,21.75,21.62,21.62,76400,0.308375080816368,0.310229325058095,0.308375080816368,0.308375080816368,4278400,False,PriceFrequency.daily,1
